,,,LALANDER 6 Building General Expenses sheet,,,,,,,,,,
,,,جدول عمومی مصارفات تعمیر للندر 6,,,,,,,,,,
ملاحظات,مجموع مصارفات به دالر,مصارف افغانی+ دالری,مصرف دالری,نرخ اسعار,,مصرف افغانی ,توضیحات,کتگوری,اسم جنس ,تاریخ,شماره ,,
Remarks,Total Expenses by USD,AFN+USD,USD,Exchange Rate,,AFN,Discretion, Category,Material Name,DATE,S/N,,
,"$498,527 ",$196.76 ,,$63.53 ,"AFN 3,300,426","AFN 12,500",پرداخت برای محمد بصیر ولد محمد وکیل بابت ماه دلو 1404,,,25-Feb-26,242,,
,"$498,685 ",$157.41 ,,$63.53 ,"AFN 3,310,426","AFN 10,000",پرداخت برای صبرالله ولد الله محمد بابت ماه دلو 1404 ,,,25-Feb-26,243,,
,"$498,842 ",$157.41 ,,$63.53 ,"AFN 3,320,426","AFN 10,000",پرداخت برای  صابر ولی  ولد صبرالله بابت ماه دلو 1404 ,,,25-Feb-26,244,,
,"$499,000 ",$157.41 ,,$63.53 ,"AFN 3,330,426","AFN 10,000",پرداخت برای علی احمد  ولد جمعه خان بابت ماه دلو 1404 ,,,25-Feb-26,245,,
,"$499,158 ",$158.20 ,,$63.21 ,"AFN 3,340,426","AFN 10,000",پرداخت برای محمد نادر ولد صافی مقبول شاه بابت ماه دلو 1404,,,26-Feb-26,246,,
,"$500,158 ",$999.84 ,,$63.21 ,"AFN 3,403,626","AFN 63,200",پرداخت برای نورالدین بابت سیم تابی تعمیر للندر 6,,,26-Feb-26,247,,
,"$518,158 ","$9,000.00 "," $9,000.00 ",$63.21 ,"AFN 3,403,626",,پرداخت و تصفیه حساب شرکت کانکریت ریزی افغان پلانت بابت پایل های تعمیر للندر 6,,,26-Feb-26,248,,
,"$518,804 ",$646.15 ,,$65.00 ,"AFN 3,445,626","AFN 42,000",پرداخت مصارف روزانه کاریگران نورالدین قراردادی تعمیر للندر 6 از تاریخ 16 دلو ای 27  دلو 1404 فی روز از قرار 3500 افغانی,,,4-Mar-26,249,,
,"$519,277 ",$473.19 ,,$63.40 ,"AFN 3,475,626","AFN 30,000",پرداخت فعلی برای لحوه تعمیر للندر 6,,,8-Mar-26,250,,
,"$519,527 ",$125.00 , $125.00 ,$63.55 ,,,پرداخت برای شرکت فراز آژمان بابت خریداری کاک سقفی به تعمیر للندر 6,,,10-Mar-26,251,,
,"$521,025 ","$1,497.64 ",,$63.50 ,"AFN 95,100","AFN 95,100",پرداخت برای نورالدین بابت سیم تاپی تعمیر للندر 6,,,11-Mar-26,252,,
,"$521,871 ",$846.46 ,,$63.50 ,"AFN 3,457,376","AFN 53,750",پرداخت برای شرکت سلیمان داودزی بابت خریداری کش به تعمیر للندر 6,,,11-Mar-26,253,,
,"$521,878 ",$6.61 ,,$63.50 ,"AFN 95,520",AFN 420,خریداری سیخ ولدنگ به تعمیر للندر 6,,,11-Mar-26,254,,
,"$522,547 ",$669.76 ,,$63.50 ,"AFN 138,050","AFN 42,530",مصارفات هذا تعمیر للندر 6 از تاریخ 25 فیبروری الی 11 مارچ سال 2026 توسط انجینیراحسان,,,11-Mar-26,255,,
,"$522,571 ",$23.66 ,,$63.40 ,"AFN 139,550","AFN 1,500",پیش پرداخت برای انجنیر وحید الله ولد حبیب الله بابت ماه حوت 1404,,,12-Mar-26,256,,
,"$542,571 ","$10,000.00 "," $10,000.00 ",$63.40 ,"AFN 139,550",,پرداخت برای شرکت کانکریت ریزی توحید مسکن بابت تعمیر للندر 6,,,12-Mar-26,257,,
,"$542,728 ",$156.67 ,,$63.83 ,"AFN 149,550","AFN 10,000",پرداخت معاش محمد نادر ولد صفی مقبول شاه بابت ماه حوت 1404,,,16-Mar-26,258,,
,"$542,884 ",$156.67 ,,$63.83 ,"AFN 159,550","AFN 10,000",پرداخت معاش عبدالبصیر ولد رضا بابت ماه حوت 1404 ,,,16-Mar-26,259,,
,"$543,041 ",$156.67 ,,$63.83 ,"AFN 169,550","AFN 10,000",پرداخت معاش میرویس ولد عبدالبصیربابت ماه حوت 1404,,,16-Mar-26,260,,
,"$543,198 ",$156.67 ,,$63.83 ,"AFN 179,550","AFN 10,000",پرداخت معاش علی احمد ولد جمعه خان بابت ماه حوت 1404,,,16-Mar-26,261,,مربوط به پروزه نیست
,"$543,354 ",$156.67 ,,$63.83 ,"AFN 189,550","AFN 10,000",پرداخت معاش سردار ولی ولد صبرالله بابت ماه حوت 1404,,,16-Mar-26,262,,
,"$543,511 ",$156.67 ,,$63.83 ,"AFN 199,550","AFN 10,000",پردخت معاش صبرالله ولد الله محمد بابت ماه حوت 1404,,,16-Mar-26,263,,
,"$543,646 ",$135.06 ,,$63.83 ,"AFN 208,171","AFN 8,621",پرداخت معاش عبدالمطین ولد نیک محمد بابت ماه حوت 1404,,,16-Mar-26,264,,
,"$543,828 ",$181.73 ,,$63.83 ,"AFN 219,771","AFN 11,600",پرداخت برای خریداری 20 خریطه سمنت ایرانی به تعمیر للندر 6,,,16-Mar-26,265,,
,"$543,919 ",$90.87 ,,$63.83 ,"AFN 225,571","AFN 5,800",پرداخت برای نورالدین بخاطری سوراخ نمودن جک ها به تعداد 490 فی دانه 10 افغانی و کرای موتر بابت انتقال ماشین به ساحه للندر 6,,,16-Mar-26,266,,
,"$544,091 ",$172.33 ,,$63.83 ,"AFN 236,571","AFN 11,000",پیش پرداخت برای وحیدالله ولد حبیب الله انجینیر ساحوی تعمیر للندر بابت ماه حوت 1404,,,16-Mar-26,267,,
,"$549,284 ","$5,193.09 ",,$63.70 ,"AFN 567,371","AFN 330,800",پرداخت برای نورالدین بابت سیم تابی و قالبکاری تعمیر للندر 6,,,17-Mar-26,268,,
,"$549,355 ",$70.64 ,,$63.70 ,"AFN 571,871","AFN 4,500",پرداخت برای کاکا بادام گل بدست روزالدین بابت انتقال چوب و چک ها از گدام کارته سه به تعمیر للندر 6,,,17-Mar-26,269,,
,"$549,551 ",$196.23 ,,$63.70 ,"AFN 584,371","AFN 12,500",پرداخت معاش وحیدالله صدیقی بابت ماه حوت سال 1404,,,17-Mar-26,270,,
,"$551,046 ","$1,495.40 ",,$65.20 ,"AFN 681,871","AFN 97,500",پرداخت برای نورالدین بابت سیم تابی و قالبکاری تعمیر للندر 6,,,31-Mar-26,271,,
,"$551,300 ",$253.53 ,,$65.20 ,"AFN 698,401","AFN 16,530","خریداری دستکش, مبلایل سوخته به جنراتور, گاز, برس رنگ, تار رجه, گوشت , انرژی در روزی کانکریت ریزی و مصارف متفرقه آب, خرما و چارجر بطری به جنراتور, تیل تیزل, خریداری یک راس گوسفند برای حاجی عبدالحق به هدایت حاجی رفیع بخاطری آمدن از حج عمره و کرایه موتری آن, آب, پالک, تخم و دیگر مصارف, پرداخت کرایه دو نفر کاریگر بابت کانکریت ریزی به تعمیر للندر 4 و کرایه تکسی دو نفر کاریگر بابت کارنکریت کرایه واپسی و کرایه دو نفر کاریگر بابت آمدن ار للندر 6 به للندر 5  به تعمیر للندر 6",,,31-Mar-26,272,,
,"$551,475 ",$175.15 ,,$65.20 ,"AFN 709,821","AFN 11,420","خریداری تار رجه, پرداخت کرای انتقال دو کاریگر از للندر 5 به للندر 6 و کرایه موتری مازدا بابت انتقال 500 دانه جک کرایی از قصبه به للندر 6, خریداری دو عدد کوک به چاشت , بالتی و انرژی در روز کانکریت ریزی چت اول تعمیر للندر 6, خریداری  650 عدد نان فی دانه 8 افغانی بابت تعمیر للندر 6, خریداری آب ترازو, پیپ و قلم تراش به تعمیر للندر 6, خریداری انرژی و کیک به انجنیران و دوکتوران در روز کانکریت ریزی, خریداری یک عدد تخم, آب و بطری به تعمیر للندر 6",,,31-Mar-26,273,,
,"$551,601 ",$126.23 ,,$65.20 ,"AFN 718,051","AFN 8,230","خریداری تیل دیزل, گاز, مبلایل, خریداری مبلایل به جنراتوری تعمیر للندر 6, کرایه رفت و آمد ار للندر 5 به للندر 6 بخاطری مبلایل تبدیلی, خریداری تیل دیزل, متر, توش, رجه, دستکش به تعمیر للندر 6",,,31-Mar-26,274,,
,"$551,795 ",$193.25 ,,$65.20 ,"AFN 730,651","AFN 12,600","خریداری تیل دیزل به جنراتور,پرداخت برای دو نفر کلگار روزدین در روز کانکریت ریزی تعمیر للندر 6, پرداخت برای دو نفر پولیس شرینی عیدی  و خریداری بادنجان خشک بابت تعمیر للندر 6, تیل دیزل به جنراتور, خریداری خامه و مربا به تعمیر للندر 6 و خریداری سر گوساله بابت تعمیر للندر 6",,,31-Mar-26,275,,
,"$552,038 ",$243.40 ,,$65.20 ,"AFN 746,521","AFN 15,870","خریداری تیل دیزل برای جنراتور, یک دانه لور رنگ کلان, رنگ روغنی و لور, پرداخت بل برق دارای اسم مشترک  سید فاروق, عبدالرحیم , عدهن لعل  و کرایه موتری آن,  پرداخت اضافه پولی بارگیری  تخته 250 دانه و خریداری یک پلاستیک سیب به تعمیر للندر 6, پرداخت برای ذین الله بابت آوردن جنراترو خورد به تعمیر للندر 6, خریداری ساکت, پل چرخ, قلم آهنی و غیره , پرداخت برای آوردن ویبراتور از تعمیر للندر 4 به تعمیر للندر 6 و رساندن انجنیر وحید و احسان از ساحه کار الی کمپنی و چهار قلعه و پرداخت برای 2 نفر کاریگر در روز کانکریت ریزی به تعمیر للندر 6",,,31-Mar-26,276,,
,"$552,152 ",$114.26 ,,$65.20 ,"AFN 753,971","AFN 7,450","خریداری گاز به تعمیر للندر 6, گوشت مرغ, کارت موبایل برای انترنیت انجنیر وحید, انرژی , آب, سبزی, برای انجنیران, تیل پطرول, مبلایل برای جنراتور, گوشت مرغ, تیل دیزل برای جنراتور, تار رجه, رنگ روغنی, لور کلان , لور خورد, برس و رجه و پرداخت کرایه وتری آن به تعمیر للندر 6",,,31-Mar-26,277,,
,"$552,311 ",$158.74 ,,$65.20 ,"AFN 764,321","AFN 10,350","خریداری گوشت گوساله به تعمیر للندر 6, خریداری تیل دیزل به جنراتور, مبلایل به جنراتور, خریداری روغن, لوبیا, دال نخود, روب, پیاز, ترکاری, مایع ظرف شویی و غیره به تعمیر للندر 6, خریداری تیل دیزلو پطرول به جنراتور و موتر , گاز, جوس به مهمانان حاجی رفیع در روزکانکریت ریزی, انرژی , کیک به کاریگر ها در روز کانکریت ریزی",,,31-Mar-26,278,,
,"$552,453 ",$141.87 ,,$65.20 ,"AFN 773,571","AFN 9,250","پرداخت برای 2 نفر کاریگر در روز کانکریت ریزی و پرداخت برای انجنیر وحید کرایه موتریش را به تعمیر للندر 6, خریداری گاز, گوشت, مبلایل برای جنراتور, تیل دیزل و پطرول برای جنراترو و موتر, دست گش, جالی, پل سنگ برش, دبل و غیره به تعمیر للندر 6, تیل دیزل و پطرول برای جنراتور و موتر به تعمیر للندر 6 , تیل دیزل برای جنراتور به تعمیر للندر 6",,,31-Mar-26,279,,
,"$552,461 ",$8.59 ,,$65.20 ,"AFN 774,131",AFN 560,خریداری مواد ساختمانی از قبیل کریسن یک قوتی و غیره و پرداخت کرایه میرویس,,,31-Mar-26,280,,
,"$552,553 ",$92.02 ,,$65.20 ,"AFN 780,131","AFN 6,000",پرداخت برای ترمیم و سیم پیچی داینمو 15 کیلووات به تعمیر للندر 6,,,1-Apr-26,281,,
,"$553,493 ",$939.91 ,,$64.90 ,"AFN 841,131","AFN 61,000",پرداخت برای شرکت مواد ساختمانی سلیمان داودزی بابت خریداری ریگ شسته به تعمیر للندر 6,,,2-Apr-26,282,,
,"$633,493 ","$40,000.00 "," $40,000.00 ",$64.90 ,"AFN 841,131",,"پرداخت برای شرکت تجارتی حاجی نادر سلطانی دولت زی بابت خریداری سیخ گول 22 ملی به تعمیر للندر 6, پرداخت برای شرکت تجارتی حاجی نادر سلطانی دولت زی بابت خریداری سیخ گول 14 ملی, 16 ملی و 22 ملی به تعمیر للندر 6,  پرداخت برای شرکت تجارتی حاجی نادر سلطان دولت زی از مجموع بل نمبر 415 بابت خریداری سیخ گول 10 ملی به تعمیر للندر 6",,,2-Apr-26,283,,
,"$633,571 ",$77.16 ,,$64.80 ,"AFN 846,131","AFN 5,000",پیش پرداخت برای انجنیر وحید الله ولد حبیب الله بابت ماه حمل 1405,,,4-Apr-26,284,,
,"$633,771 ",$200.62 ,,$64.80 ,"AFN 859,131","AFN 13,000",پرداخت برای نورالدین بابت سیم تابی  و قالبکاری تعمیر للندر 6,,,7-Apr-26,285,,
,"$634,571 ",$800.00 ,,$64.80 ,"AFN 910,971","AFN 51,840",پرداخت برای نورالدین بابت سیم تابی و قالبکاری تعمیر للندر 6,,,8-Apr-26,286,,
,"$634,881 ",$309.45 ,,$64.63 ,"AFN 930,971","AFN 20,000",پرداخت برای نورالدین بابت قالب کاری تعمیر للندر 6,,,11-Apr-26,287,,
,"$634,888 ",$7.74 ,,$64.63 ,"AFN 931,471",AFN 500,پیش پرداخت برای میرویس ولد عبدالبصیر بابت ماه حمل 1405,,,11-Apr-26,288,,
,"$635,288 ",$400.00 ,,$65.00 ,"AFN 957,471","AFN 26,000",پرداخت برای نورالدین بابت سیم تابی و قالبکاری تعمیر للندر 6 بدست محمد هاشم,,,15-Apr-26,289,,
,"$672,542 ","$18,627.00 "," $18,627 ",$65.00 ,"AFN 957,471",,"پرداخت برای شرکت آهن آلات کوهدامن بابت خریداری سیخ گول 12 ملی به تعمیر للندر 6,   پرداخت برای شرکت آهن آلات کوهدامن بابت خریداری سیخ گول 10 ملی و 12 ملی به تعمیر للندر 6   ,  پرداخت هذا به نقد خریداری شده و پول آن توسط جاوید سکندری پرداخت گردیده",,,15-Apr-26,290,,
,"$693,582 ","$10,520.00 "," $10,520 ",$64.40 ,,,پرداخت برای شرکت آهن آلات کوهدامن بابت خریداری نقدی سیخ گول 20 ملی و 25 ملی به تعمیر للندر 6 و اجرا آن توسط صرافی خانی گل توسط چک نمبر 2383,,,16-Apr-26,291,,
,"$693,968 ",$385.80 ,,$64.80 ,"AFN 982,471","AFN 25,000",پرداخت کرای جک های کرایی به تعداد 500 پایه از تاریخ 06 حمل 1405 الی  06 ثور 1405 فی ماه از قرار 25000 افغانی,,,18-Apr-26,292,,
,"$694,099 ",$131.15 ,,$64.81 ,"AFN 990,971","AFN 8,500",خریداری لباس ورزشی و پروتین توسط سمیر للندر,,,21-Apr-26,293,,
,"$694,241 ",$141.95 ,,$64.81 ,"AFN 1,000,171","AFN 9,200","خریداری تیل دیزل به جنراتور, رجه, گوشت مرغ, گاز,شکاستیب, پرداخت برای دو نفر گلکار بخاطری گانگریت ریزی, نان چاشت کاریگر ها, خریداری نخود , رب, روغن, پیاز و ترکاری به تعمیر للندر 6",,,21-Apr-26,294,,
,"$694,362 ",$120.43 ,,$64.81 ,"AFN 1,007,976","AFN 7,805","خریداری مبلایل, تیل دیزل , تار رجه, گاز, پل چرخ نازک و سیخ ویلدنک و پلک  به تعمیر للندر 6",,,21-Apr-26,295,,
,"$694,504 ",$142.18 ,,$64.81 ,"AFN 1,017,191","AFN 9,215","خریداری  یک دانه  گل ماله آهنی, یک دانه گل ماله پلاستیکی, گوشت, پیپ لیول, تیل دیزل, پیپ 3 فاز, پرداخت بل برق و پرداخت کرایه میرویس  و غیره به تعمیر للندر 6",,,21-Apr-26,295,,
,"$694,821 ",$317.39 ,,$64.81 ,"AFN 1,037,761","AFN 20,570","پرداخت برای آمر کنترول ساختمانی ناحیه بخاطری اخذ اجازه کانکریت در روز های بارانی شرنی داد و کرایه موتری وی,   خریداری تیل پطرول به ویبراتور ها, پرداخت برای کاریگران نوردین یک نفر گلکار دو نفر کاریگر در کانکریت ریزی پایه های جفت تعمیر للندر 6 , پرداخت نصب لوحه و ترمیم پروجکتور, پرداخت کرایه انجنیر وحید از للندر 6 به خانه , خریداری قوتی , پلک بابت صندوق برق تعمیر للندر 6, خریداری گوشت , پرداخت برای کاریگران نوردین یک نفر گلکار دو نفر کاریگر در روز کانکریت ریزی چت A تعمیر للندر 6, خریداری کاک سااختمانی به تعمیر للندر 6, خریداری نان و تیل دیزل به تعمیر للندر 6",,,21-Apr-26,296,,
,"$694,968 ",$146.58 ,,$64.81 ,"AFN 1,047,261","AFN 9,500",پرداخت معاش برای میرویس ولد عبدالبصیر بابت ماه حمل 1405 به تعمیر للندر 6,,,21-Apr-26,297,,
,"$695,122 ",$154.30 ,,$64.81 ,"AFN 1,057,261","AFN 10,000",پرداخت معاش برای عبدالبصیر ولد رضا  بابت ماه حمل 1405 به تعمیر للندر 6,,,21-Apr-26,298,,
,"$695,276 ",$154.30 ,,$64.81 ,"AFN 1,067,261","AFN 10,000",پرداخت معاش علی احمد ولد جما خان بابت حمل 1405 به تعمیر للندر 6,,,21-Apr-26,299,,
,"$695,354 ",$77.15 ,,$64.81 ,"AFN 1,072,261","AFN 5,000",پیش پرداخت برای وحید الله ولد حبیب الله انجنیر ساحوی تعمیر للندر 6,,,21-Apr-26,300,,
,"$695,662 ",$308.59 ,,$64.81 ,"AFN 1,092,261","AFN 20,000",پرداخت معاش وحیدالله صدیقی ولد حبیب الله بابت ماه حمل 1405 به تعمیر للندر 6,,,21-Apr-26,301,,
,"$695,816 ",$154.30 ,,$64.81 ,"AFN 1,102,261","AFN 10,000",پرداخت معاش محمد نادر ولد  صفی مقبول ساهی بابت ماه حمل 1405 به تعمیر للندر 6,,,22-Apr-26,302,,
,"$695,971 ",$154.30 ,,$64.81 ,"AFN 1,112,261","AFN 10,000",پرداخت معاش سردار ولی بابت ماه حمل 1405 به تعمیر للندر 6,,,22-Apr-26,303,,
,"$700,799 ","$2,414.00 "," $2,414.00 ",$64.50 ,,,پرداخت و تصفیه حساب پول باقیمانده شرکت آهن فقیری بابت خریداری سیخ گول 25 میلی و 22 میلی به تعمیر للندر 6 مبلغ هذات توسط صرافی خانی گل توسط چک نمبر 2392 اجرا گریده است  ,,,22-Apr-26,,,
,"$744,799 ","$22,000.00 "," $22,000.00 ",$64.50 ,,,"پرداخت برای شرکت آهن فقیری بابت خریداری سیخ گول 12, 16 ,25و 22 میلی به تعمیر للندر 6 مبلغ هذات توسط صرافی خانی گل توسط چک نمبر 2389 اجرا گریده است",,,22-Apr-26,,,
,"$744,887 ",$88.19 ,,$63.50 ,"AFN 1,117,861","AFN 5,600",پرداخت برای شرکت مواد ساختمانی شیر باز بابت خریداری ریگ شسته به تعمیر للندر 6,,,23-Apr-26,304,,
,"$745,281 ",$393.70 ,,$63.50 ,"AFN 1,142,861","AFN 25,000",پرداخت کرای جک ها به تعداد 500 پایه به تعمیر للندر 6 بابت ماه ثور 1405,,,23-Apr-26,305,,
,"$745,344 ",$62.99 ,,$63.50 ,"AFN 1,146,861","AFN 4,000",پرداخت برای محمد نسیم کرن کار بابت پاین کردن 8 بندل سیخ های گول خریداری شده از شرکت فقیر استیل به تعمیر للندر 6,,,23-Apr-26,306,,
,"$750,068 ","$4,724.41 ",,$63.50 ,"AFN 1,446,861","AFN 300,000",پرداخت برای نورالدین بابت سیم تابی و قالبکاری تعمیر للندر 6,,,23-Apr-26,307,,
,"$750,205 ",$136.84 ,,$64.53 ,"AFN 1,455,691","AFN 8,830","پرداخت مصارف روزانه تعمیر للندر 6 توسط حاجی احسان از 21 آپریل الی 27 آپریل 2026 از قبیل خریداری تیل به جنراتور, کریه زرنج, سویچ, گوشت مرغ, گاز و غیره",,,27-Apr-26,308,,
,"$750,443 ",$238.03 ,,$64.53 ,"AFN 1,471,051","AFN 15,360","پرداخت مصارف روزانه تعمیر للندر 6 توسط حاجی احسان از 21 آپریل الی 27 آپریل 2026 از قبیل خریداری آب, مارکر, تیل, پل برش, فیوز و غیره",,,27-Apr-26,309,,
,"$750,803 ",$360.30 ,,$64.53 ,"AFN 1,494,301","AFN 23,250","پرداخت مصارف روزانه تعمیر للندر 6 توسط حاجی احسان از 21 آپریل الی 27 آپریل 2026 از قبیل خریداری پل, جالی, تیل دیزل, پرداخت به ترافیک, گوشت و غیره",,,27-Apr-26,310,,
,"$750,939 ",$136.22 ,,$64.53 ,"AFN 1,503,091","AFN 8,790","پرداخت مصارف روزانه تعمیر للندر 6 توسط حاجی احسان از 21 آپریل الی 27 آپریل 2026 از قبیل خریداری لور, گوشت, ویبراتور, پرداخت به گلکار و کاریگر و غیره",,,27-Apr-26,311,,
,"$751,070 ",$130.48 ,,$64.53 ,"AFN 1,511,511","AFN 8,420","پرداخت مصارف روزانه تعمیر للندر 6 توسط حاجی احسان از 21 آپریل الی 27 آپریل 2026 از قبیل خریداری مبلایل, رنگ روغنی, لور, تیل, فلتر دیزل, پرزه جنراتور و غیره",,,27-Apr-26,312,,
,"$751,229 ",$158.63 ,,$64.30 ,"AFN 1,521,711","AFN 10,200",خریداری سمنت ایرانی و انتقال آن از تعمیر للندر 5 به تعمیر للندر 6,,,28-Apr-26,313,,
,"$753,429 ","$1,100.00 "," $1,100.00 ",$64.30 ,"AFN 1,521,711",,پرداخت برای شرکت هرات الکتریک بابت خریداری سیم جستی 1.5 ملی به تعمیر للندر 6,,,30-Apr-26,314,,
,"$753,430 ",$1.55 ,,$64.57 ,"AFN 1,521,811",AFN 100,خریداری تیل پطرول به موتر سایکل توسط زین الله,,,4-May-26,,,
,"$754,509 ","$1,078.97 ",,$63.95 ,"AFN 1,590,811","AFN 69,000",پرداخت برای نوالدین بابت سیم توی تعمیر للندر 6,,,6-May-26,315,,
,"$754,587 ",$77.64 ,,$64.40 ,"AFN 1,595,811","AFN 5,000",پیش پرداخت برای وحیدالله ولد حبیب الله انجینیر ساحوی تعمیر للندر 6 و ثور سال 1405,,,7-May-26,316,,
,"$754,592 ",$5.01 ,,$63.90 ,"AFN 1,596,131",AFN 320,پرداخت برای خورده فروشی خوست بابت خریداری رنج 21/23 و 22 به تعمیر للندر 6,,,7-May-26,317,,
,"$754,593 ",$1.57 ,,$63.60 ,"AFN 1,596,231",AFN 100,خریداری تیل پطرول بابت موتر سایکل برای تعمیر للندر 6,,,9-May-26,318,,
,"$755,430 ",$836.73 ,,$63.70 ,"AFN 1,649,531","AFN 53,300","مصارف تعمیر للندر 6 از قبیل پول کردیت انجنیر, پرداخت برای کاریگران, خریداری  گاز, پرداخت برای آوردن سیخ گول, خریداری ویبراتور, تیل دیزل  برای جنراتور, گوشت و غیره ",,,11-May-26,319,,
,"$755,626 ",$196.23 ,,$63.70 ,"AFN 1,662,031","AFN 12,500",پرداخت برای محمد بشیر کرن بابت  تخلیه 25 بتدل سیخ گول خریداری از شرکت خریداری از شرکت خان ابسیل به تعمیر للندر 6,,,11-May-26,320,,
,"$756,729 ","$1,102.36 ",,$63.50 ,,"AFN 70,000",پرداخت برای شرکت کانکریت ریزی توحید مسکن بابت تعمیر للندر 6 و اجر آن توسط چک نمبر 2421 از صرافی خانی گل ,,,12-May-26,,,
,"$776,729 ","$10,000.00 "," $10,000.00 ",$63.60 ,"AFN 1,662,031",,پرداخت برای شرکت زمزم استیل بابت خریداری سیخ گول به تعمیر للندر 6,,,14-May-26,321,,
,"$779,873 ","$3,144.65 ",,$63.60 ,"AFN 1,862,031","AFN 200,000",پرداخت برای نوالدین بابت سیم تابی و قالبکاری به تعمیر للندر 6,,,14-May-26,322,,
,#DIV/0!,#DIV/0!,,,"AFN 1,862,031",,,,,,323,,
,#DIV/0!,#DIV/0!,,,"AFN 1,862,031",,,,,,324,,
,#DIV/0!,#DIV/0!,,,"AFN 1,862,031",,,,,,325,,
,#DIV/0!,#DIV/0!,,,"AFN 1,862,031",,,,,,326,,
,#DIV/0!,#DIV/0!,,,"AFN 1,862,031",,,,,,327,,
,#DIV/0!,#DIV/0!,,,"AFN 1,862,031",,,,,,328,,
,#DIV/0!,#DIV/0!,,,"AFN 1,862,031",,,,,,329,,
,#DIV/0!,#DIV/0!,,,"AFN 1,862,031",,,,,,330,,
,#DIV/0!,#DIV/0!,,,"AFN 1,862,031",,,,,,331,,
,#DIV/0!,#DIV/0!,,,"AFN 1,862,031",,,,,,332,,
,#DIV/0!,#DIV/0!,,,"AFN 1,862,031",,,,,,333,,
,#DIV/0!,#DIV/0!,,,"AFN 1,862,031",,,,,,334,,
,#DIV/0!,#DIV/0!,,,"AFN 1,862,031",,,,,,330,,
,#DIV/0!,#DIV/0!,,,"AFN 1,862,031",,,,,,331,,
,#DIV/0!,#DIV/0!,,,"AFN 1,862,031",,,,,,332,,
,#DIV/0!,#DIV/0!,,,"AFN 1,862,031",,,,,,333,,
,,,,,,,,,,,334,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
